Feature ID	taxonomy	Confidence	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
b8f27c035939c15e66ee7240f6ed0803	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9929321109061344	-	-	-	-	-	-	-	Unassigned	-
ea6fa5fdd51e296fa07d3fb2b7cfb0c2	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9903788265723822	-	-	-	-	-	-	-	Unassigned	-
e7fb9b3e403cf3415d5c6974ecf9fb3e	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9908996340305528	-	-	-	-	-	-	-	Unassigned	-
b0290b01e6c7d848349196cd2cef76d6	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9903782804468612	-	-	-	-	-	-	-	Unassigned	-
d767fa0e087f352a0827238c0dce1c4c	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9903798234964316	-	-	-	-	-	-	-	Unassigned	-
304d1ea58d97aac50f664745aaec08e4	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9903801278138924	-	-	-	-	-	-	-	Unassigned	-
e9eb7483cbfa601bd7cb512e74f59a39	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9905547162136544	-	-	-	-	-	-	-	Unassigned	-
de4b394715c3a23367226f9e81a779e2	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.990555052159758	-	-	-	-	-	-	-	Unassigned	-
47d72ec06e3e1219bb2ba40c656cfe92	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9900300754169112	-	-	-	-	-	-	-	Unassigned	-
18c4221606697693825268372cd7d781	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9905498236404424	-	-	-	-	-	-	-	Unassigned	-
ea558370a48dad52fcd58708cb7c1b87	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9910700829167332	-	-	-	-	-	-	-	Unassigned	-
328659ae3636e6a8936d2d6797c05794	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9903798627173132	-	-	-	-	-	-	-	Unassigned	-
fade7a623c398e7d05b2c9d4d4ca5691	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1008828.10FU	0.9905546820634992	-	-	-	-	-	-	-	Unassigned	-
